Name,Brand,Button,Collaborazione,Copertina,Copy,Data di pubblicazione,Data di registrazione,Formato,Reference,Script,Social,Soggetto,Stato,Tipologia contenuto
NEOGELA: quanto dura 1 barattolo di Neogela?,Neogela,,,,,,05/12/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Che acqua bere in caso di osteoporosi? (IN COLLAB),Neogela,,,,,,03/04/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Colazione super per le tue ossa (IN COLLAB),Neogela,,,,,,03/04/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Cosa possono fare 5g di collagene al giorno assunti a partire dai 30 anni?,Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Come comportarsi a 20 anni per ossa forti in futuro (e tu fai queste cose),Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Rischi di una dieta principalmente a base di carboidrati (IN COLLAB),Neogela,,,,,,03/04/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
"NEOGELA: Come avere ossa giovani a 50 anni ",Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Attività fisica ottimale dopo i 50 (IN COLLAB),Neogela,,,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
"NEOGELA: Errori più comuni di chi soffre di osteoporosi ",Neogela,,,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: 3 buone abitudini quotidiane per chi soffre di osteoporosi (e tu fai queste cose),Neogela,,,3 abitudini che possono salvare le tue ossa,"Ecco 3 abitudini che dovresti adottare se soffri di osteoporosi (o non vuoi soffrirne in futuro!) e vuoi proteggere le tue ossa: 

1. Fai attività fisica regolare di tipo aerobico e/o con pesi: l’attività fisica eseguita contro gravità stimola l’aumento di massa ossea;
2. Esponiti al sole (con le dovute protezioni) per stimolare la produzione di vitamina D e favorire l’assorbimento del calcio 
3. Scegli una dieta varia che comprenda tutti i nutrienti: il calcio non basta, ti servono proteine, vitamine e una buona dose di collagene 😉

E tu? Segui già questi consigli? Scrivilo nei commenti 🗨️",13/10/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Consigli
NEOGELA: 3 buone abitudini quotidiane per chi soffre di artrosi (e tu fai queste cose),Neogela,,,,,12/11/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Consigli
NEOGELA: 3 cattive abitudini per la tua colonna vertebrale (IN COLLAB),Neogela,,,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Ecco come ho mantenuto stabili i miei valori di densità ossea negli ultimi 3 anni (CI VORREBBE ATTRICE),Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Consigli
NEOGELA: Lo sapevi che…  a 25 anni circa raggiungi il tuo picco di massa ossea,Neogela,,,,,,05/12/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Lo sapevi che… gli spinaci sono ottimi per le tue ossa,Neogela,,,,,,03/04/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Perché le proteine sono così importanti per le ossa (IN COLLAB),Neogela,,,,,,03/04/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
"NEOGELA: 3 attività che potresti tornare a fare grazie all’integrazione di collagene ",Neogela,,,,,,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Reel 1 da video Youtube “Osteoporosi gravidica”,Neogela,,,Osteoporosi gravidica,"Se sei in gravidanza, è bene che tu ponga particolare attenzione alla quantità giornaliera di proteine che assumi. 

Il Dr. Zeggio ci spiega perché l’apporto proteico è così importante e quali fonti proteiche è possibile scegliere. 

👉 Video completo sul canale YouTube Neogela ",03/09/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Informativo
"NEOGELA: Reel 2 da video Youtube “Osteoporosi gravidica” ",Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: dame un grrr,Neogela,,,Dame un grrrammo di collagene,"Un grrrrr…ammo di collagene non basta!
Ci vuole almeno una bustina 😉",22/09/2025,29/08/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Trend
NEOGELA: recensione partecipante in presenza Area Test (Marisa),Neogela,,,"Area Test Osteoporosi
I risultati di Marisa","Questa è la prima recensione del nostro percorso Area Test Osteoporosi da poco concluso 😊

Marisa, insieme ad altri 9 partecipanti, ha seguito un percorso completo tra integrazione, consigli alimentari e indicazioni sull’attività fisica per 6 mesi. 

Il 27 settembre ci siamo rincontrati per ripetere il BES Test, l’esame che valuta l’osso dal punto di vista della qualità elastica, e vedere i risultati 👀

Ecco cosa ha ottenuto Marisa e come si è trovata in questo percorso 💙",09/10/2025,27/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Differenziazione
NEOGELA: carosello “Come agisce il collagene,Neogela,,,✅,"Come fa il collagene una volta ingerito ad arrivare alle ossa? 🤔

Il collagene assunto in forma idrolizzata, ossia scisso in frammenti più piccoli, viene digerito in modo efficace dal nostro organismo: passa il tratta gastrico fino ad arrivare all’intestino dove viene spezzettato nei suoi componenti, gli amminoacidi. 🧬

Questi amminoacidi possono poi entrare in circolo ed essere trasportati direttamente alle cellule ossee che li utilizzeranno per ricostruire le catene di collagene e riparare i tessuti. 💪

La cosa importante? È scegliere il giusto collagene. 
Scorri e scopri l’offerta speciale per il mese dell’Osteoporosi e prova il kit di integrazione completa per le ossa 💙",14/10/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: carosello “Come sono formate le ossa”,Neogela,,,✅,"Sai di cosa si compongono le tue ossa? 🧐
Non tutti sanno che le ossa sono composte da due parti: l’osso trabecolare (la parte interna) e l’osso corticale (la parte esterna). 

Queste due parti si distinguono per la loro struttura e composizione. 
➡️ L’osso trabecolare è formato da fibre proteiche, per lo più collagene, disposte a “nido d’ape”, ossia in una struttura alveolare. 
➡️ L’osso corticale si compone invece di materia minerali, tra cui gli elementi più presenti sono calcio e fosforo. 

Conoscere la composizione delle tue ossa può aiutarti a capire cosa integrare 👉 scorri e scopri il kit di integrazione completa per le tue ossa da oggi di nuovo online in offerta speciale per il mese dell’Osteoporosi 🩺",08/10/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
NEOGELA: storia donna con osteoporosi (Mascia),Neogela,,,"Storie di osteoporosi
Mascia oppure L’esperienza di Mascia","Ecco cosa ci ha raccontato Mascia la prima volta che ci siamo incontrati.

Mascia non ci conosceva ma da tempo era alla ricerca di una soluzione alternativa per trattare la sua osteoporosi. 

Dall’ultima diagnosi più di 2 anni fa e l’indicazione di assumere farmaci è rimasto tutto in sospeso: un po’ per la scelta di non procedere con la cura farmacologica. un po’ per la mancanza di informazioni riguardo una strada alternativa. 

Ci siamo conosciuti sui social, le abbiamo chiesto se volesse condividere la sua esperienza e lei ha accettato. È venuta a trovarci, ha lasciato la sua testimonianza, ha parlato con il nostro dottore e adesso comincerà un nuovo percorso per curare questa patologia. 

E tutto questo con il nostro supporto. 

Se anche tu soffri di osteoporosi ma non sai da dove cominciare, segui la pagina e contattaci 💙",23/10/2025,16/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Differenziazione
NEOGELA: contenuto per Halloween,Neogela,,,Il segreto del nostro Halloween,Noi e Armando abbiamo tutto il collagene che ci serve per affrontare la notte di Halloween al meglio 🎃,31/10/2025,15/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Differenziazione
LYNUP: Osteoporosi vuol dire,,,,✅,"La diagnosi di osteoporosi può lasciare confusi: con tante domande e dubbi su quale sia il primo passo da fare. 😥

La maggior parte delle donne che si ritrova ad affrontare l’osteoporosi non sa da dove cominciare: a chi rivolgersi, quali attività poter svolgere e quali no, come affrontare questa patologia. 

Ecco perché nella nostra pagina parliamo di salute ossea. Se cerchi maggiori informazioni e pratici consigli sull’osteoporosi seguici 💜",14/10/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
LYNUP: Osteoporosi vuol dire,,,,✅,"“Mi sono sentita sola e confusa” 😢
Questo è quello che provano molte donne di fronte ad una diagnosi di osteoporosi. 

Nonostante sia una patologia molto diffusa, non si viene mai informati prima su cosa voglia dire soffrirne, ritrovandosi senza punti di riferimento quando si scopre inaspettatamente di esserne affetti. 

Se vuoi saperne di più su questa patologia e ricevere consigli sulla salute ossea, seguici 💜",21/10/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,
LYNUP: contenuto per Halloween,,,,Dolcetto o scherzetto? Integratore perfetto (magari usiamo la schermata con la capsula sulle mani),"Se non hai più 8 anni e le ossa forti, Lynup potrebbe tornarti utile 😉 
Stasera vieni a bussare alla nostra porta 🍬",31/10/2025,15/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Differenziazione
NEOGELA: Episodio 1 - Iniziativa sociale - Annuncio progetto e prime sensazioni,Neogela,,,,,05/11/2025,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Differenziazione
NEOGELA: Episodio 2 - Iniziativa sociale - Esami pre percorso effettuati,Neogela,,,,,17/11/2025,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Differenziazione
NEOGELA: Episodio 3 - Iniziativa sociale - Inizio percorso,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Differenziazione
"NEOGELA: Episodio 4 - Iniziativa sociale - Metà percorso ",Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Differenziazione
"NEOGELA: Episodio 5 - Iniziativa sociale - Fine percorso ",Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Differenziazione
NEOGELA: Episodio 6 - Iniziativa sociale - Recensione,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,💡 Idea,Differenziazione
NEOGELA: esperienza cliente con Neogela - video 1,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Social proof
NEOGELA: esperienza cliente con Neogela - video 2,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Social proof
NEOGELA: esperienza cliente con Neogela - video 3,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Social proof
NEOGELA: Quando ho scoperto di avere l’osteoporosi mi sono sentita…,Neogela,,,Osteoporosi: come mi sono sentita,"L’osteoporosi può farci sentire fragili, nel corpo ma anche nella testa. 

L’insicurezza, la disinformazione, il non sapere da dove cominciare. 
È quando si cambia approccio che si comincia davvero ad affrontarla. 

Con la giusta consapevolezza e strategia non solo l’osteoporosi si può contrastare, è possibile migliorare la propria quotidianità.

Seguici e scopri da dove partire: non sei sola 💙",16/10/2025,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Intervista
NEOGELA: Quando ho ricevuto la diagnosi non sapevo a chi rivolgermi…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: Il mio medico non mi aveva mai consigliato di fare la MOC…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: Gli specialisti a cui mi sono rivolta mi hanno consigliato solo farmaci e nessuna alternativa…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: Ho potuto ripetere la MOC dopo anni dalla prima ed ero peggiorata molto…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: Mi sono informata online sugli effetti collaterali dei farmaci e mi sono spaventata…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: Nessuno mi aveva detto che dovevo curare anche alimentazione e movimento…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: Quando ho ricevuto la MOC non sapevo come interpretare i valori…,Neogela,,,,,,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Intervista
NEOGELA: video riassunto giornata finale Area Test,Neogela,,,"Come si è concluso il progetto Area Test ","Così sì è concluso il progetto Area Test 180: 10 persone impegnate per 6 mesi in un percorso di trattamento naturale completo per l’osteoporosi. 

✅ Piano alimentare
✅ Programma di allenamento su misura
✅ Integrazione di collagene, vitamine e minerali

I risultati? Li abbiamo monitorati con esami radiografici specifici all’inizio e alla fine del percorso e presto potrete vederli tutti pubblicati sul nostro sito. 
I primi ci hanno già dato grande soddisfazione 🔝

Ringraziamo tutti gli specialisti che hanno collaborato con noi a questo progetto: 
il Dott. Daniele Zeggio, Medico referente
la Dott.ssa Silvana Magi, Biologa Nutrizionista @magi.silvana
la Dott.ssa Marcelli Pales, Fisioterapista @fisioterapiavicenza
il Dott. Davide Teggi, Chinesiologo @fitness40+ 
la Dott.ssa Alessandra Nicolosi, radiologa del Bes Test @bestest_esame

Pronti per una nuova edizione? 🧐",27/10/2025,27/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Differenziazione
"NEOGELA: spiegazione scientifica caratteristiche collagene ",Neogela,,,,,,25/11/2025,Reel,https://vm.tiktok.com/ZNdbjVTLH/,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,EduCollagene
LYNUP: storia per annunciare promo + invito a iscriversi alla mailing list,,,,,,30/09/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Vendita
"LYNUP: promo ",,,,,,07/10/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Vendita
NEOGELA: collagene in capsule vs. polvere,Neogela,,,,,,29/01/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Social proof
"NEOGELA: hai letto “rischio alto frattura” nella MOC? ",Neogela,,,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: prendo la vitamina D come faccio ad avere l’osteoporosi?2,Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Domande dal blog
NEOGELA: creatività adv branding collagene che si scioglie,Neogela,,,,,03/11/2025,29/09/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🔎 Da revisionare,ADS
NEOGELA: creatività adv branding collagene varie bevande,Neogela,,,,,05/11/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🔎 Da revisionare,ADS
NEOGELA: branding barattolo fisso sfondo che cambia,Neogela,,,,,01/12/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,ADS
LYNUP: Chi vuol essere sano,,,,Chi vuol essere sano (stessa copertina della scorsa volta),"“Quale di questi minerali contribuisce alla produzione di collagene?”
Sai rispondere a questa domanda? Se sì, probabilmente è perché ci segui 😉

E se ancora non lo fai seguici: parliamo di salute ossea condividendo curiosità e pratici consigli 💜",11/11/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Trend
"LYNUP: carosello 4 cose che non devono mancare nella tua routine ",,,,_,Scopri le 4 abitudini che possono fare la differenza per le tue ossa ogni giorno e facci sapere nei commenti se le stai già applicando nella tua quotidianità 😉,10/11/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Informativo
LYNUP: inizio Black Friday,,,,,,28/11/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Vendita
LYNUP: Quando ti rendi conto che…,,,,Schermata,"La tua reazione quando hai scoperto la pagina Lynup e ti sei resa conto di assumere solo 1 dei nutrienti di cui le tue ossa hanno bisogno ogni giorno. 

Ma tranquilla, non è tardi per rimediare 😉

Seguici e scopri tutto quello che il mix di vitamine e minerali di Lynup può fare ogni giorno per le tue ossa 💜",26/11/2025,,Reel,https://www.instagram.com/reel/DHbFR6dNRyT/?igsh=bHJmZmlqdzl2ZDFh,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Trend
NEOGELA: Storia metà promo,Neogela,,,,,15/10/2025,,Storia,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,
LYNUP: post-it sotto la scarpa,,,,schermata finale e aggiungiamo il titolo “Offerta Black Friday”,"Non te la puoi perdere 👀

Solo fino al 1 dicembre: acquisti 2 confezioni di Lynup e la seconda la paghi la metà. Usa il codice 50BF2 per godere dell’offerta 🤩

Approfitta dei vantaggi Black Friday e fai scorta di vitamine e minerali per le tue ossa.

Link in bio 🔗",29/11/2025,16/10/2025,Reel,https://www.instagram.com/p/DOfrjGVEor_/,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Trend
NEOGELA: quando fai il video fai vedere bene,Neogela,,,,,,,Reel,https://www.instagram.com/p/DPldJIjDxWf/,,"Facebook, Instagram, TikTok",,Spostato in Notion MUVI Lab,Trend
LYNUP: a volte è l’integratore che ti sceglie,,,,,,,17/11/2025,Reel,https://www.instagram.com/p/DO_seK7Dnb_/,,"Facebook, Instagram, TikTok",,💻 Da montare,Trend
LYNUP: wave your finger,,,,Riusciamo a usare l’immagine del dito iniziale e metterci dietro un fermo immagine tipo come la copertina nella reference?,"Fai andare le tue ossa a ritmo: con Lynup farlo ogni giorno è semplice!

E tu stai UP 🤩",06/11/2025,16/10/2025,Reel,https://www.instagram.com/p/DPHFVzSjTGj/,,"Facebook, Instagram, TikTok",,🗓️ Programmato,Trend
LYNUP: la vitamina K2 può essere presa da tutti?,,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Domande dal blog
LYNUP: capsula che si apre (per pubblicazione chiedere a Erica),,,,Schermata iniziale con commento,"Hai difficoltà ad ingerire le capsule? Non preoccuparti, la capsula di Lynup si può aprire per versarne il contenuto in acqua 💊

E ti prendi cura delle tue ossa in modo semplice e senza pensieri 😉",05/12/2025,16/10/2025,Reel,,,"Facebook, Instagram, TikTok",,✅ Pubblicato,Trend
LYNUP: artosi e menopausa,,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Informativo
LYNUP: come migliorare i sintomi dell’artrosi,,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Consigli
LYNUP: artrosi e osteoporosi sono collegate?,,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Informativo
"LYNUP: cosa fare a 30 anni per non avere l’osteoporosi a 50 ",,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Consigli
LYNUP: la nostra esperienza con le patologie osteoarticolari,,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Aziendale
LYNUP: falso mito sulla vitamina K2,,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Falso mito
LYNUP: cibi si e cibi no per le tue articolazioni (in collab con nutrizionista),,,,,,,,Reel,,,"Facebook, Instagram, TikTok",,💡 Idea,Consigli
LYNUP: prendo gli ingredienti e li butto dentro un barattolo di Lynup enorme,,,,,,,17/11/2025,Reel,,,"Facebook, Instagram, TikTok",,💻 Da montare,Trend
"NEOGELA: Non sempre puoi fidarti delle persone, ma puoi fidarti del team Neogela (v.reference)",Neogela,,,,,,,Reel,https://vm.tiktok.com/ZNdvuQbBr/,,"Facebook, Instagram, TikTok, Youtube",,🎥 Da registrare,Trend
NEOGELA: Pov: integratore che fa ringiovanire le tue ossa con audio trend (v. reference),Neogela,,,,,,27/10/2025,Reel,https://vm.tiktok.com/ZNdvuW57S/,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Trend
NEOGELA: Quanti grammi di Neogela posso prendere al giorno?,Neogela,,,,,,27/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Quando è meglio assumere il collagene?,Neogela,,,,,,27/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Come si conserva Neogela e quanto dura?,Neogela,,,,,,27/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: perché prendi il collagene se sei così giovane?,Neogela,,,,,,27/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Falso mito
NEOGELA: chissà quanti allergeni ci sono nei vostri integratori,Neogela,,,,,,27/10/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Falso mito
NEOGELA: Campagna branding,Neogela,,,,,06/11/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,ADS
NEOGELA: campagna vendita novembre,Neogela,,,,,06/11/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,ADS
NEOGELA: campagna BF,Neogela,,,,,27/11/2025 → 01/12/2025,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,ADS
NEOGELA: Carosello - 5 segnali che le tue ossa hanno bisogno di supporto,Neogela,,,,,07/11/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Informativo
NEOGELA: Carosello: hai questi risultati in moc? prova questi prodotti Neogela,Neogela,,,,,14/11/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Informativo
NEOGELA: Carosello: errori alimentari per l’osteoporosi,Neogela,,,,,21/11/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Informativo
NEOGELA: Carosello - 5 miti sul collagene,Neogela,,,,,26/11/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Informativo
NEOGELA: Sarcopenia aspetto clinico (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Sarcopenia attività fisica (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Condrosi (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: Crolli vertebrali (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Postura e Osteoporosi (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Consigli
NEOGELA: Fratture da stress e recupero (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,09/03/2026,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,
NEOGELA: Lesione al crociato (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
NEOGELA: Lesione al menisco (in collab con Personal Trainer),Neogela,,mattia_casonato.pt,,,,25/11/2025,Reel,,,"Facebook, Instagram, TikTok, Youtube",,Spostato in Notion MUVI Lab,Informativo
"NEOGELA: ",Neogela,,,,,,,Reel,,,"Facebook, Instagram, TikTok, Youtube",,,
LYNUP: inizio promo Natale,,,,Schermata pacchetto natale “Promo di Natale - sconto ulteriore 15%”,"Questo Natale è pieno di salute! 🎅

Sono arrivate le offerte natalizie di Lynup: dal 12 al 30 dicembre sconto ulteriore del 15% online!

Il tuo integratore di vitamine e minerali confezionato in un bellissimo pacchetto natalizio, per regalare la salute a te stesso o a chi ami. In regalo anche un dolce omaggio 🎁

👉 Corri online e scopri le offerte: www.mylynup.com
",12/12/2025,17/11/2025,Reel,https://www.instagram.com/reel/DPOObxiiMH4/?igsh=czRrMHphbmZlN3Bl,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Trend
LYNUP: foto anteprima packaging natalizio che annuncia l’arrivo di una promo,,,,_,"In arrivo una dolce offerta di Natale! 🎅

Sorprendi chi ami regalando il benessere: da domani online le offerte natalizie di Lynup. 

Stay tuned 🤩",11/12/2025,,Post,,,"Facebook, Instagram, TikTok, Youtube",,✅ Pubblicato,Vendita
LYNUP: foto 1 - promo Natale,,,,-,"Il regalo perfetto per chi ami 💜

Approfitta della promo di Natale: acquista Lynup con lo sconto ulteriore del 15% nel suo bellissimo packaging natalizio e ricevi in regalo un piccolo omaggio 🎁

Link in bio 🤩",18/12/2025,,Post,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Vendita
LYNUP: foto 2 - promo Natale,,,,-,"Cosa ti sei regalato questo Natale?

Una bella dose di vitamine e minerali per affrontare il nuovo anno in salute potrebbe essere un’ottima idea se ci tieni alle tue ossa 😉

Approfitta delle offerte natalizie di Lynup attive solo fino al 30 dicembre: sconto del 15% ulteriore e omaggio in regalo 🎁

Link in bio 🤩",27/12/2025,,Post,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Vendita
LYNUP: carosello gravidanza,,,,_,"Sei in gravidanza? Quante volte ti hanno detto che integrare vitamine e minerali specifici è importante, sia per te che per il tuo bambino. 👶

Anche le tue ossa di mamma sono messe a dura prova durante questo periodo, poiché sono fonte di nutrienti essenziali che sostengono la crescita e il nutrimento del tuo piccolo. 

Proteggerle è fondamentale e un’integrazione mirata può aiutarti: Lynup è un mix di vitamine e minerali 100% naturale e sicuro pensato per sostenere le tue ossa. 💪

Chiedi consiglio al tuo medico 🩺",15/12/2025,,Carosello,,,"Facebook, Instagram, TikTok, Youtube",,🗓️ Programmato,Informativo
,,,,,,22/12/2025,,,,,,,,
